"downloaded","language","form","form_type","data_id","child_id","age","measure","vocab","sex","n","first_administration","is_norming","monolingual","typically_developing"
2023-04-18,"Korean","WS","WS",72258,63101,27,"production",360,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72259,63102,27,"production",315,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72260,63103,27,"production",124,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72261,63104,27,"production",56,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72262,63105,27,"production",459,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72353,63196,27,"production",378,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72354,63197,27,"production",282,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72355,63198,27,"production",522,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72356,63199,27,"production",319,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72357,63200,27,"production",566,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72358,63201,27,"production",177,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72492,63335,27,"production",506,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72493,63336,27,"production",489,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72494,63337,27,"production",128,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72495,63338,27,"production",171,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72496,63339,27,"production",84,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72497,63340,27,"production",20,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72498,63341,27,"production",388,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72499,63342,27,"production",464,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72648,63491,27,"production",489,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72649,63492,27,"production",552,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72650,63493,27,"production",171,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72651,63494,27,"production",477,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72652,63495,27,"production",307,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72653,63496,27,"production",522,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72654,63497,27,"production",182,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72655,63498,27,"production",235,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72656,63499,27,"production",262,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72657,63500,27,"production",314,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72658,63501,27,"production",530,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72813,63656,27,"production",134,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72814,63657,27,"production",148,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72815,63658,27,"production",188,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72816,63659,27,"production",154,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72817,63660,27,"production",636,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72818,63661,27,"production",628,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72819,63662,27,"production",108,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72820,63663,27,"production",330,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72821,63664,27,"production",525,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72822,63665,27,"production",330,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72823,63666,27,"production",341,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72979,63822,27,"production",403,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72980,63823,27,"production",500,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72981,63824,27,"production",237,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72982,63825,27,"production",601,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72983,63826,27,"production",363,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72984,63827,27,"production",584,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72985,63828,27,"production",216,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72986,63829,27,"production",48,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72987,63830,27,"production",374,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72988,63831,27,"production",353,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73147,63990,27,"production",424,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73148,63991,27,"production",620,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73149,63992,27,"production",316,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73150,63993,27,"production",125,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73151,63994,27,"production",599,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73152,63995,27,"production",557,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73153,63996,27,"production",255,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73154,63997,27,"production",221,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73155,63998,27,"production",8,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73156,63999,27,"production",582,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72122,62965,28,"production",457,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72123,62966,28,"production",594,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72124,62967,28,"production",480,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72162,63005,28,"production",165,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72163,63006,28,"production",567,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72211,63054,28,"production",572,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72212,63055,28,"production",405,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72213,63056,28,"production",426,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72214,63057,28,"production",620,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72263,63106,28,"production",259,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72264,63107,28,"production",202,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72359,63202,28,"production",369,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72360,63203,28,"production",33,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72361,63204,28,"production",585,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72362,63205,28,"production",413,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72363,63206,28,"production",204,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72364,63207,28,"production",329,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72365,63208,28,"production",367,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72366,63209,28,"production",600,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72500,63343,28,"production",418,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72501,63344,28,"production",84,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72502,63345,28,"production",363,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72503,63346,28,"production",120,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72504,63347,28,"production",494,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72505,63348,28,"production",590,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72506,63349,28,"production",421,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72507,63350,28,"production",575,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72508,63351,28,"production",461,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72509,63352,28,"production",460,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72659,63502,28,"production",415,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72660,63503,28,"production",267,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72661,63504,28,"production",625,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72662,63505,28,"production",146,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72663,63506,28,"production",156,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72664,63507,28,"production",568,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72665,63508,28,"production",495,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72666,63509,28,"production",413,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72667,63510,28,"production",560,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72668,63511,28,"production",139,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72824,63667,28,"production",489,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72825,63668,28,"production",339,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72826,63669,28,"production",281,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72827,63670,28,"production",535,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72828,63671,28,"production",109,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72829,63672,28,"production",83,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72830,63673,28,"production",361,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72989,63832,28,"production",565,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72990,63833,28,"production",498,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72991,63834,28,"production",155,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72992,63835,28,"production",416,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72993,63836,28,"production",205,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72994,63837,28,"production",543,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72995,63838,28,"production",452,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72996,63839,28,"production",499,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72997,63840,28,"production",473,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72998,63841,28,"production",528,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73157,64000,28,"production",395,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73158,64001,28,"production",307,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73159,64002,28,"production",272,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73160,64003,28,"production",342,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73161,64004,28,"production",221,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73162,64005,28,"production",382,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73163,64006,28,"production",593,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73164,64007,28,"production",372,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72125,62968,29,"production",415,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72126,62969,29,"production",608,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72127,62970,29,"production",428,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72215,63058,29,"production",313,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72216,63059,29,"production",521,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72217,63060,29,"production",552,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72265,63108,29,"production",308,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72266,63109,29,"production",546,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72267,63110,29,"production",464,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72367,63210,29,"production",570,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72368,63211,29,"production",260,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72369,63212,29,"production",613,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72370,63213,29,"production",384,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72371,63214,29,"production",232,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72372,63215,29,"production",608,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72373,63216,29,"production",268,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72510,63353,29,"production",549,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72511,63354,29,"production",303,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72512,63355,29,"production",561,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72513,63356,29,"production",327,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72514,63357,29,"production",391,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72515,63358,29,"production",612,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72516,63359,29,"production",594,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72517,63360,29,"production",508,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72518,63361,29,"production",153,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72669,63512,29,"production",600,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72670,63513,29,"production",479,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72671,63514,29,"production",583,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72672,63515,29,"production",425,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72673,63516,29,"production",444,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72674,63517,29,"production",5,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72675,63518,29,"production",409,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72676,63519,29,"production",562,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72831,63674,29,"production",534,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72832,63675,29,"production",404,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72833,63676,29,"production",601,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72834,63677,29,"production",625,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72835,63678,29,"production",404,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72836,63679,29,"production",483,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72837,63680,29,"production",268,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72838,63681,29,"production",532,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72839,63682,29,"production",523,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72999,63842,29,"production",288,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73000,63843,29,"production",161,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73001,63844,29,"production",472,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73002,63845,29,"production",550,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73003,63846,29,"production",197,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73004,63847,29,"production",476,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73005,63848,29,"production",526,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73006,63849,29,"production",375,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73165,64008,29,"production",303,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73166,64009,29,"production",166,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73167,64010,29,"production",472,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73168,64011,29,"production",39,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73169,64012,29,"production",404,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73170,64013,29,"production",336,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73171,64014,29,"production",331,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73172,64015,29,"production",78,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72128,62971,30,"production",617,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72129,62972,30,"production",481,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72130,62973,30,"production",529,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72164,63007,30,"production",293,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72165,63008,30,"production",563,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72218,63061,30,"production",390,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72219,63062,30,"production",402,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72268,63111,30,"production",88,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72269,63112,30,"production",308,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72270,63113,30,"production",196,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72374,63217,30,"production",593,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72375,63218,30,"production",555,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72376,63219,30,"production",116,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72377,63220,30,"production",376,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72378,63221,30,"production",461,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72519,63362,30,"production",476,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72520,63363,30,"production",397,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72521,63364,30,"production",305,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72522,63365,30,"production",513,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72523,63366,30,"production",484,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72524,63367,30,"production",556,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72525,63368,30,"production",41,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72526,63369,30,"production",341,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72527,63370,30,"production",523,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72677,63520,30,"production",570,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72678,63521,30,"production",108,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72679,63522,30,"production",636,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72680,63523,30,"production",349,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72681,63524,30,"production",521,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72682,63525,30,"production",536,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72683,63526,30,"production",589,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72684,63527,30,"production",448,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72685,63528,30,"production",556,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72840,63683,30,"production",411,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72841,63684,30,"production",565,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72842,63685,30,"production",235,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72843,63686,30,"production",616,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72844,63687,30,"production",399,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72845,63688,30,"production",315,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72846,63689,30,"production",40,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72847,63690,30,"production",574,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72848,63691,30,"production",557,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72849,63692,30,"production",581,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72850,63693,30,"production",489,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72851,63694,30,"production",19,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73007,63850,30,"production",510,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73008,63851,30,"production",248,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73009,63852,30,"production",246,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73010,63853,30,"production",353,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73011,63854,30,"production",161,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73012,63855,30,"production",462,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73013,63856,30,"production",165,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73014,63857,30,"production",402,"Female",566,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73173,64016,30,"production",327,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73174,64017,30,"production",0,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73175,64018,30,"production",12,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73176,64019,30,"production",432,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73177,64020,30,"production",470,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73178,64021,30,"production",422,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",73179,64022,30,"production",500,"Male",571,TRUE,TRUE,TRUE,TRUE
2023-04-18,"Korean","WS","WS",72166,63009,31,"production",335,"Male",571,TRUE,TRUE,TRUE,TRUE
