downloaded,language,measure,uni_lemma,words,age,prop
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",17,0.17
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",18,0.27
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",19,0.41
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",20,0.47
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",21,0.5
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",22,0.59
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",23,0.78
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",24,0.7
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",25,0.73
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",26,0.89
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",27,0.91
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",28,0.96
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",29,0.95
2023-04-18,Spanish (European),produces,EAT,"a comer, comer(se)",30,0.91
2023-04-18,Portuguese (European),produces,EAT,Comer,8,0
2023-04-18,Portuguese (European),produces,EAT,Comer,9,0
2023-04-18,Portuguese (European),produces,EAT,Comer,10,0.01
2023-04-18,Portuguese (European),produces,EAT,Comer,11,0
2023-04-18,Portuguese (European),produces,EAT,Comer,12,0.01
2023-04-18,Portuguese (European),produces,EAT,Comer,13,0.01
2023-04-18,Portuguese (European),produces,EAT,Comer,14,0.04
2023-04-18,Portuguese (European),produces,EAT,Comer,15,0.04
2023-04-18,Portuguese (European),produces,EAT,Comer,16,0.06
2023-04-18,Portuguese (European),produces,EAT,Comer,17,0.1
2023-04-18,Portuguese (European),produces,EAT,Comer,18,0.1
2023-04-18,Portuguese (European),produces,EAT,Comer,19,0.13
2023-04-18,Portuguese (European),produces,EAT,Comer,20,0.24
2023-04-18,Portuguese (European),produces,EAT,Comer,21,0.26
2023-04-18,Portuguese (European),produces,EAT,Comer,22,0.4
2023-04-18,Portuguese (European),produces,EAT,Comer,23,0.43
2023-04-18,Portuguese (European),produces,EAT,Comer,24,0.53
2023-04-18,Portuguese (European),produces,EAT,Comer,25,0.67
2023-04-18,Portuguese (European),produces,EAT,Comer,26,0.71
2023-04-18,Portuguese (European),produces,EAT,Comer,27,0.77
2023-04-18,Portuguese (European),produces,EAT,Comer,28,0.79
2023-04-18,Portuguese (European),produces,EAT,Comer,29,0.79
2023-04-18,Portuguese (European),produces,EAT,Comer,30,0.81
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",8,0.01
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",9,0.06
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",10,0.07
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",11,0.11
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",12,0.14
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",13,0.22
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",14,0.33
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",15,0.35
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",16,0.35
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",17,0.36
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",18,0.42
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",19,0.55
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",20,0.6
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",21,0.66
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",22,0.71
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",23,0.81
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",24,0.84
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",25,0.91
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",26,0.91
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",27,0.89
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",28,0.96
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",29,0.97
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",30,0.96
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",31,0.98
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",32,0.95
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",33,0.98
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",34,0.95
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",35,0.99
2023-04-18,Mandarin (Taiwanese),produces,EAT,"吃飯, 吃",36,1
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",8,0
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",9,0.01
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",10,0.01
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",11,0.01
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",12,0.17
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",13,0.04
2023-04-18,Dutch,produces,EAT,"eten(ww), eten(routine)",14,0.09
2023-04-18,Dutch,produces,EAT,"eten, eten(ww), eten(routine)",15,0.18
2023-04-18,Dutch,produces,EAT,"eten, eten(ww), eten(routine)",16,0.16
2023-04-18,Dutch,produces,EAT,"eten, eten(ww)",17,0.42
2023-04-18,Dutch,produces,EAT,"eten, eten(ww)",18,0.3
2023-04-18,Dutch,produces,EAT,"eten, eten(ww)",19,0.34
2023-04-18,Dutch,produces,EAT,"eten, eten(ww)",20,0.45
2023-04-18,Dutch,produces,EAT,"eten, eten(ww)",21,0.54
2023-04-18,Dutch,produces,EAT,eten(ww),22,0.71
2023-04-18,Dutch,produces,EAT,eten(ww),23,0.78
2023-04-18,Dutch,produces,EAT,eten(ww),24,0.9
2023-04-18,Dutch,produces,EAT,eten(ww),25,1
2023-04-18,Dutch,produces,EAT,eten(ww),26,1
2023-04-18,Dutch,produces,EAT,eten(ww),27,1
2023-04-18,Dutch,produces,EAT,eten(ww),28,1
2023-04-18,Dutch,produces,EAT,eten(ww),29,1
2023-04-18,Dutch,produces,EAT,eten(ww),30,1
2023-04-18,Dutch,produces,EAT,eten(ww),31,1
2023-04-18,Hungarian,produces,EAT,eszik,16,0.1
2023-04-18,Hungarian,produces,EAT,eszik,17,0.22
2023-04-18,Hungarian,produces,EAT,eszik,18,0.28
2023-04-18,Hungarian,produces,EAT,eszik,19,0.38
2023-04-18,Hungarian,produces,EAT,eszik,20,0.28
2023-04-18,Hungarian,produces,EAT,eszik,21,0.56
2023-04-18,Hungarian,produces,EAT,eszik,22,0.48
2023-04-18,Hungarian,produces,EAT,eszik,23,0.67
2023-04-18,Hungarian,produces,EAT,eszik,24,0.53
2023-04-18,Hungarian,produces,EAT,eszik,25,0.84
2023-04-18,Hungarian,produces,EAT,eszik,26,0.78
2023-04-18,Hungarian,produces,EAT,eszik,27,0.77
2023-04-18,Hungarian,produces,EAT,eszik,28,0.8
2023-04-18,Hungarian,produces,EAT,eszik,29,0.67
2023-04-18,Hungarian,produces,EAT,eszik,30,0.78
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,16,0.23
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,17,0.08
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,18,0.19
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,19,0.27
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,20,0.3
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,21,0.56
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,22,0.46
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,23,0.57
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,24,0.61
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,25,0.67
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,26,0.71
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,27,0.75
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,28,0.62
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,29,0.78
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,30,0.81
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,31,1
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,32,1
2023-04-18,Spanish (Argentinian),produces,EAT,comer_se,33,0.5
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",8,0
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",9,0.05
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",10,0.06
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",11,0.08
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",12,0
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",13,0.07
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",14,0.17
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",15,0.08
2023-04-18,Persian,produces,EAT,"خوردن, خوردن (اصابت کردن)",16,0.25
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",17,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",18,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",20,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",21,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",22,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",23,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",24,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",25,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",26,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",27,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",28,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",29,0
2023-04-18,Persian,produces,EAT,"بخور, بخورم, خورد, خوردم",30,0
