downloaded,language,measure,uni_lemma,words,age,prop
2023-04-18,Spanish (European),produces,MOMMY,mamá (mami),30,1
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,8,0.05
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,9,0.08
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,10,0.2
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,11,0.17
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,12,0.31
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,13,0.46
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,14,0.43
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,15,0.55
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,16,0.74
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,17,0.76
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,18,0.85
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,19,0.84
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,20,0.87
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,21,0.89
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,22,0.94
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,23,0.93
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,24,0.93
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,25,0.94
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,26,0.94
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,27,0.97
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,28,0.95
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,29,0.93
2023-04-18,Portuguese (European),produces,MOMMY,Mãe,30,0.93
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,8,0.09
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,9,0.13
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,10,0.24
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,11,0.33
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,12,0.38
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,13,0.54
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,14,0.74
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,15,0.73
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,16,0.83
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,17,0.98
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,18,0.94
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,19,0.98
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,20,0.98
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,21,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,22,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,23,0.96
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,24,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,25,0.97
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,26,1
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,27,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,28,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,29,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,30,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,31,1
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,32,1
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,33,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,34,1
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,35,0.99
2023-04-18,Mandarin (Taiwanese),produces,MOMMY,媽媽/媽咪,36,1
2023-04-18,Dutch,produces,MOMMY,mama,8,0.14
2023-04-18,Dutch,produces,MOMMY,mama,9,0.18
2023-04-18,Dutch,produces,MOMMY,mama,10,0.29
2023-04-18,Dutch,produces,MOMMY,mama,11,0.58
2023-04-18,Dutch,produces,MOMMY,mama,12,0.46
2023-04-18,Dutch,produces,MOMMY,mama,13,0.78
2023-04-18,Dutch,produces,MOMMY,mama,14,0.7
2023-04-18,Dutch,produces,MOMMY,mama,15,0.82
2023-04-18,Dutch,produces,MOMMY,mama,16,0.8
2023-04-18,Dutch,produces,MOMMY,mama,17,0.91
2023-04-18,Dutch,produces,MOMMY,mama,18,0.77
2023-04-18,Dutch,produces,MOMMY,mama,19,0.58
2023-04-18,Dutch,produces,MOMMY,mama,20,0.85
2023-04-18,Dutch,produces,MOMMY,mama,21,0.92
2023-04-18,Dutch,produces,MOMMY,mama,22,0.86
2023-04-18,Dutch,produces,MOMMY,mama,23,0.94
2023-04-18,Dutch,produces,MOMMY,mama,24,1
2023-04-18,Dutch,produces,MOMMY,mama,25,1
2023-04-18,Dutch,produces,MOMMY,mama,26,1
2023-04-18,Dutch,produces,MOMMY,mama,27,0.8
2023-04-18,Dutch,produces,MOMMY,mama,28,1
2023-04-18,Dutch,produces,MOMMY,mama,29,1
2023-04-18,Dutch,produces,MOMMY,mama,30,1
2023-04-18,Dutch,produces,MOMMY,mama,31,1
2023-04-18,Hungarian,produces,MOMMY,*anya,16,0.71
2023-04-18,Hungarian,produces,MOMMY,*anya,17,0.94
2023-04-18,Hungarian,produces,MOMMY,*anya,18,0.94
2023-04-18,Hungarian,produces,MOMMY,*anya,19,0.92
2023-04-18,Hungarian,produces,MOMMY,*anya,20,0.83
2023-04-18,Hungarian,produces,MOMMY,*anya,21,0.97
2023-04-18,Hungarian,produces,MOMMY,*anya,22,1
2023-04-18,Hungarian,produces,MOMMY,*anya,23,1
2023-04-18,Hungarian,produces,MOMMY,*anya,24,0.95
2023-04-18,Hungarian,produces,MOMMY,*anya,25,0.98
2023-04-18,Hungarian,produces,MOMMY,*anya,26,0.96
2023-04-18,Hungarian,produces,MOMMY,*anya,27,0.92
2023-04-18,Hungarian,produces,MOMMY,*anya,28,0.97
2023-04-18,Hungarian,produces,MOMMY,*anya,29,0.92
2023-04-18,Hungarian,produces,MOMMY,*anya,30,0.94
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,16,0.85
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,17,0.8
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,18,0.89
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,19,0.93
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,20,0.87
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,21,0.95
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,22,0.93
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,23,0.94
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,24,0.91
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,25,0.93
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,26,0.98
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,27,0.98
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,28,0.98
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,29,0.95
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,30,0.94
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,31,1
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,32,1
2023-04-18,Spanish (Argentinian),produces,MOMMY,mamá_mami,33,1
2023-04-18,Persian,produces,MOMMY,مامان,8,0.29
2023-04-18,Persian,produces,MOMMY,مامان,9,0.38
2023-04-18,Persian,produces,MOMMY,مامان,10,0.25
2023-04-18,Persian,produces,MOMMY,مامان,11,0.31
2023-04-18,Persian,produces,MOMMY,مامان,12,0.09
2023-04-18,Persian,produces,MOMMY,مامان,13,0.5
2023-04-18,Persian,produces,MOMMY,مامان,14,0.53
2023-04-18,Persian,produces,MOMMY,مامان,15,0.58
2023-04-18,Persian,produces,MOMMY,مامان,16,0.5
2023-04-18,Persian,produces,MOMMY,مامان*,17,0
2023-04-18,Persian,produces,MOMMY,مامان*,18,0
2023-04-18,Persian,produces,MOMMY,مامان*,20,0.67
2023-04-18,Persian,produces,MOMMY,مامان*,21,0
2023-04-18,Persian,produces,MOMMY,مامان*,22,0
2023-04-18,Persian,produces,MOMMY,مامان*,23,1
2023-04-18,Persian,produces,MOMMY,مامان*,24,0.5
2023-04-18,Persian,produces,MOMMY,مامان*,25,0.33
2023-04-18,Persian,produces,MOMMY,مامان*,26,0.33
2023-04-18,Persian,produces,MOMMY,مامان*,27,0.6
2023-04-18,Persian,produces,MOMMY,مامان*,28,0.44
2023-04-18,Persian,produces,MOMMY,مامان*,29,1
2023-04-18,Persian,produces,MOMMY,مامان*,30,0.5
